Category,Book_Title,ISBN_13,ISBN_10,Our_Price,Competitor_Prices,Lowest_Competitor_Price,Highest_Competitor_Price,Offer_Count,Price_Source,Price_Status
Sequential Art,"Paper Girls, Vol. 1 (Paper Girls #1-5)",9781534309340,1534309349,Â£21.71,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",9781421544014,1421544016,Â£29.87,[],,,0,booksrun_internal_api,not_found
Default,On the Road (Duluoz Legend),9781107184459,1107184452,Â£32.36,[],,,0,booksrun_internal_api,not_found
Music,Old Records Never Die: One Man's Quest for His Vinyl and His Past,9780698168046,0698168046,Â£55.66,[],,,0,booksrun_internal_api,not_found
Fantasy,Myriad (Prentor #1),9781478384960,1478384964,Â£58.75,[],,,0,booksrun_internal_api,not_found
Romance,My Perfect Mistake (Over the Top #1),9781324030843,1324030844,Â£38.92,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",9781496827036,1496827031,Â£39.39,[],,,0,booksrun_internal_api,not_found
Philosophy,Meditations,9786232422155,6232422155,Â£25.89,[],,,0,booksrun_internal_api,not_found
Childrens,Matilda,9780593203378,0593203372,Â£28.34,[],,,0,booksrun_internal_api,not_found
Historical Fiction,Lost Among the Living,9780451476197,0451476190,Â£27.70,[],,,0,booksrun_internal_api,not_found
Add a comment,Lord of the Flies,9780399529207,0399529209,Â£24.89,[],,,0,booksrun_internal_api,not_found
Romance,Listen to Me (Fusion #1),9780062434777,0062434772,Â£58.99,[],,,0,booksrun_internal_api,not_found
Fiction,Kitchens of the Great Midwest,9780698196513,0698196511,Â£57.20,[],,,0,booksrun_internal_api,not_found
Default,Jane Eyre,9780785239475,0785239472,Â£38.43,[],,,0,booksrun_internal_api,not_found
Romance,Imperfect Harmony,9780709034414,0709034415,Â£34.74,[],,,0,booksrun_internal_api,not_found
Sports and Games,Icing (Aces Hockey #2),9781101887202,1101887206,Â£40.44,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",9781302367749,1302367749,Â£45.24,[],,,0,booksrun_internal_api,not_found
Science Fiction,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),9780593954775,0593954777,Â£34.96,[18.71],18.71,18.71,1,booksrun_internal_api,found
Sequential Art,"Giant Days, Vol. 1 (Giant Days #1-4)",9781608869947,1608869946,Â£56.76,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Fruits Basket, Vol. 1 (Fruits Basket #1)",9781975358273,1975358279,Â£40.28,[],,,0,booksrun_internal_api,not_found
Default,Frankenstein,9780486784755,0486784754,Â£38.00,[],,,0,booksrun_internal_api,not_found
Music,Forever Rockers (The Rocker #12),9781789536195,1789536197,Â£28.80,[],,,0,booksrun_internal_api,not_found
Nonfiction,"Eat, Pray, Love",9781101010914,1101010916,Â£51.32,[],,,0,booksrun_internal_api,not_found
Religion,Choosing Our Religion: The Spiritual Lives of America's Nones,9780199341221,0199341222,Â£28.42,[38.4],38.4,38.4,1,booksrun_internal_api,found
Childrens,Charlie and the Chocolate Factory (Charlie Bucket #1),9780140868715,0140868712,Â£22.85,[],,,0,booksrun_internal_api,not_found
Romance,Charity's Cross (Charles Towne Belles #4),9780997167115,0997167114,Â£41.24,[16.11],16.11,16.11,1,booksrun_internal_api,found
Womens Fiction,Bridget Jones's Diary (Bridget Jones #1),9781529057089,1529057086,Â£29.82,[],,,0,booksrun_internal_api,not_found
Romance,Bounty (Colorado Mountain #7),9780692630389,0692630384,Â£37.26,[25.88],25.88,25.88,1,booksrun_internal_api,found
Mystery,Blood Defense (Samantha Brinkman #1),9781522614630,152261463X,Â£20.30,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",9781421543642,1421543648,Â£34.65,[],,,0,booksrun_internal_api,not_found
Philosophy,Beyond Good and Evil,9780521779135,0521779138,Â£43.38,[39.71],39.71,39.71,1,booksrun_internal_api,found
Sequential Art,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",9781647293697,1647293693,Â£57.06,[23.44],23.44,23.44,1,booksrun_internal_api,found
Historical Fiction,A Spy's Devotion (The Regency Spies of London #1),9781503950511,1503950514,Â£16.97,[],,,0,booksrun_internal_api,not_found
Mystery,1st to Die (Women's Murder Club #1),9780606277747,0606277749,Â£53.98,[],,,0,booksrun_internal_api,not_found
Travel,"1,000 Places to See Before You Die",9780761148296,0761148299,Â£26.08,[],,,0,booksrun_internal_api,not_found
